Reading,Lux,Anomaly,Smoothed Lux
143,311.67,False,311.67
144,311.67,False,311.67
145,311.67,False,311.67
146,335.83,False,316.50200000000007
147,335.83,False,321.334
148,335.83,False,326.166
149,335.83,False,330.99799999999993
150,335.83,False,335.83
151,335.83,False,335.83
152,335.83,False,335.83
153,335.83,False,335.83
154,335.83,False,335.83
155,335.83,False,335.83
156,335.83,False,335.83
157,335.83,False,335.83
158,335.83,False,335.83
159,335.83,False,335.83
160,335.83,False,335.83
161,335.83,False,335.83
162,335.83,False,335.83
163,335.83,False,335.83
164,335.83,False,335.83
165,335.83,False,335.83
166,335.83,False,335.83
167,335.83,False,335.83
168,335.83,False,335.83
169,335.83,False,335.83
170,335.83,False,335.83
171,335.83,False,335.83
172,335.83,False,335.83
173,335.83,False,335.83
174,335.83,False,335.83
175,335.83,False,335.83
176,285.83,False,325.83
177,285.83,False,315.83
178,285.83,False,305.83000000000004
179,285.83,False,295.83000000000004
180,285.83,False,285.83
181,285.83,False,285.83
182,285.83,False,285.83
183,285.83,False,285.83
184,285.83,False,285.83
185,285.83,False,285.83
186,285.83,False,285.83
187,285.83,False,285.83
188,285.83,False,285.83
189,285.83,False,285.83
190,285.83,False,285.83
191,285.83,False,285.83
192,285.83,False,285.83
193,285.83,False,285.83
194,285.83,False,285.83
195,285.83,False,285.83
196,285.83,False,285.83
197,285.83,False,285.83
198,285.83,False,285.83
199,285.83,False,285.83
200,285.83,False,285.83
201,285.83,False,285.83
202,285.83,False,285.83
203,285.83,False,285.83
204,285.83,False,285.83
205,285.83,False,285.83
206,285.83,False,285.83
207,274.17,False,283.498
208,274.17,False,281.166
209,274.17,False,278.834
210,274.17,False,276.50200000000007
211,274.17,False,274.17
212,274.17,False,274.17
213,274.17,False,274.17
214,274.17,False,274.17
215,274.17,False,274.17
216,274.17,False,274.17
217,274.17,False,274.17
218,274.17,False,274.17
219,274.17,False,274.17
220,274.17,False,274.17
221,274.17,False,274.17
222,274.17,False,274.17
223,274.17,False,274.17
224,274.17,False,274.17
225,274.17,False,274.17
226,274.17,False,274.17
227,274.17,False,274.17
228,274.17,False,274.17
229,274.17,False,274.17
230,274.17,False,274.17
231,274.17,False,274.17
232,274.17,False,274.17
233,274.17,False,274.17
234,274.17,False,274.17
235,274.17,False,274.17
236,274.17,False,274.17
237,253.33,False,270.002
238,253.33,False,265.834
239,253.33,False,261.666
240,253.33,False,257.49800000000005
241,253.33,False,253.33
242,253.33,False,253.33
243,253.33,False,253.33
244,253.33,False,253.33
245,253.33,False,253.33
246,253.33,False,253.33
247,253.33,False,253.33
248,253.33,False,253.33
249,253.33,False,253.33
250,253.33,False,253.33
251,253.33,False,253.33
252,253.33,False,253.33
253,253.33,False,253.33
254,253.33,False,253.33
255,253.33,False,253.33
256,253.33,False,253.33
257,243.33,False,251.33
258,243.33,False,249.33
259,243.33,False,247.33
260,243.33,False,245.33
261,243.33,False,243.33
262,243.33,False,243.33
263,243.33,False,243.33
264,243.33,False,243.33
265,243.33,False,243.33
266,243.33,False,243.33
267,243.33,False,243.33
268,243.33,False,243.33
269,243.33,False,243.33
270,243.33,False,243.33
271,243.33,False,243.33
272,243.33,False,243.33
273,243.33,False,243.33
274,243.33,False,243.33
275,243.33,False,243.33
276,243.33,False,243.33
277,243.33,False,243.33
278,243.33,False,243.33
279,243.33,False,243.33
280,243.33,False,243.33
281,243.33,False,243.33
282,231.67,False,240.998
283,231.67,False,238.66600000000003
284,231.67,False,236.334
285,231.67,False,234.002
286,231.67,False,231.67
287,231.67,False,231.67
288,231.67,False,231.67
289,231.67,False,231.67
290,231.67,False,231.67
291,231.67,False,231.67
292,231.67,False,231.67
293,231.67,False,231.67
294,231.67,False,231.67
295,231.67,False,231.67
296,231.67,False,231.67
297,231.67,False,231.67
298,231.67,False,231.67
299,231.67,False,231.67
300,231.67,False,231.67
301,231.67,False,231.67
302,231.67,False,231.67
303,231.67,False,231.67
304,231.67,False,231.67
305,231.67,False,231.67
306,231.67,False,231.67
307,231.67,False,231.67
308,231.67,False,231.67
